book_id,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4172,9780060096090,Nora Roberts,1951,Megan Meade's Guide to the McGowan Boys,Black Hills,4.08,26676,243,1079,5930,10495,11175,https://images.gr-assets.com/books/1303019108m/6013511.jpg,https://images.gr-assets.com/books/1303019108s/6013511.jpg
4173,9781451612070,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2016,Bread and Jam for Frances,Civil War: A Marvel Comics Event,4.05,23851,348,1229,5151,9940,9970,https://images.gr-assets.com/books/1345813608m/91714.jpg,https://images.gr-assets.com/books/1345813608s/91714.jpg
4174,9780316037530,"Kim Carpenter, John R. Perry, Krickitt Carpenter",1983,Half Asleep in Frog Pajamas,The Vow: The Kim & Krickitt Carpenter Story,3.77,16705,824,2338,5858,6358,7665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4175,9780679772870,Robert A. Heinlein,2016,Mirror Mirror,The Puppet Masters,3.86,24641,255,1323,7274,10149,7133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4176,9780446611630,Megan Miranda,2003,More Than This,All the Missing Girls,3.79,36522,632,2705,11673,17470,9974,https://images.gr-assets.com/books/1452098621m/23212667.jpg,https://images.gr-assets.com/books/1452098621s/23212667.jpg
4177,9780062278970,Mercer Mayer,1982,Child of God,Just Go to Bed,4.22,24452,339,834,4400,6354,12544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4178,9780440415790,Maria Semple,1994,"As Sure as the Dawn (Mark of the Lion, #3)",Today Will Be Different,3.19,26774,1403,5436,12811,8664,2772,https://images.gr-assets.com/books/1491367278m/28449270.jpg,https://images.gr-assets.com/books/1491367278s/28449270.jpg
4179,9780330340330,"CLAMP, William Flanagan",1993,Lexicon,"xxxHolic, Vol. 1 (xxxHOLiC, #1)",4.17,23323,547,1145,3778,6307,11688,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4180,9780006174430,"Harry Allard, James  Marshall",1887,One Fifth Avenue,"Miss Nelson Is Back (Miss Nelson, #2)",4.33,26289,154,630,4216,6757,14613,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4181,9780241144140,Kim Stanley Robinson,2014,El Deafo,"Green Mars (Mars Trilogy, #2)",3.91,24627,458,1520,6205,9825,8330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4182,9780525478120,Tad Williams,2012,Down London Road,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",4.16,25997,255,893,4543,9491,11284,https://images.gr-assets.com/books/1347824309m/28691.jpg,https://images.gr-assets.com/books/1347824309s/28691.jpg
4183,9780060005700,"Oscar Wilde, Inga Moore",1953,"The Walking Dead, Vol. 3: Safety Behind Bars",The Canterville Ghost,3.89,22152,258,1486,7785,11574,8238,https://images.gr-assets.com/books/1363935696m/45685.jpg,https://images.gr-assets.com/books/1363935696s/45685.jpg
4184,9780440226680,"Bryan Lee O'Malley, Nathan Fairbairn",1977,"Flow My Tears, the Policeman Said",Seconds,4.07,20595,635,970,4517,11167,10383,https://images.gr-assets.com/books/1399502867m/18630542.jpg,https://images.gr-assets.com/books/1399502867s/18630542.jpg
4185,9780316166320,Tijan,1994,The Last Sin Eater,"Fallen Crest High (Fallen Crest High, #1)",4.13,37150,1351,1985,5365,10834,18272,https://images.gr-assets.com/books/1355101275m/16134551.jpg,https://images.gr-assets.com/books/1355101275s/16134551.jpg
4186,9780486424580,Jenő Barcsay,1992,A Knight in Shining Armor,Anatomy for the Artist,3.97,21640,893,1421,4389,5692,9293,https://images.gr-assets.com/books/1328858785m/327246.jpg,https://images.gr-assets.com/books/1328858785s/327246.jpg
4187,9780670038570,John Saul,1986,Rot & Ruin,Suffer the Children,3.9,24533,522,1465,6398,8075,8338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4188,9780553278740,Karen Cushman,1962,Heavier Than Heaven: A Biography of Kurt Cobain,"Catherine, Called Birdy",3.7,31185,1043,2747,9642,11289,8313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4189,9781841150500,Jean Sasson,2001,Ἱστορίαι,Princess: A True Story of Life Behind the Veil in Saudi Arabia,4,20019,348,1100,5071,9329,8249,https://images.gr-assets.com/books/1377538002m/613283.jpg,https://images.gr-assets.com/books/1377538002s/613283.jpg
4190,9780060594890,Terry Brooks,2012,The Red Badge of Courage,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",3.86,26995,427,1927,7816,10696,8927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4191,9782839906170,"Joseph Murphy, Ian McMahan",2000,Sandman Slim,The Power of Your Subconscious Mind,4.12,16951,555,1055,3761,6667,10321,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4192,9780393064480,Anne Rice,2014,The Last Child,"Blood And Gold (The Vampire Chronicles, #8)",3.88,25780,460,2010,7361,9469,9335,https://images.gr-assets.com/books/1168274792m/31341.jpg,https://images.gr-assets.com/books/1168274792s/31341.jpg
4193,9780312194390,Rae Carson,1943,Labyrinths,"The Crown of Embers (Fire and Thorns, #2)",4.2,32885,529,1014,5117,12931,15681,https://images.gr-assets.com/books/1335241091m/10816908.jpg,https://images.gr-assets.com/books/1335241091s/10816908.jpg
4194,9780385722220,Tamora Pierce,1993,Fortune's Rocks,"Page (Protector of the Small, #2)",4.22,33405,145,914,6179,12607,16485,https://images.gr-assets.com/books/1215394280m/153785.jpg,https://images.gr-assets.com/books/1215394280s/153785.jpg
4195,9780670038300,Kiera Cass,2012,The Price of Salt,"The Guard (The Selection, #2.5)",3.75,32401,751,3205,10414,9995,10472,https://images.gr-assets.com/books/1380307008m/18170039.jpg,https://images.gr-assets.com/books/1380307008s/18170039.jpg
4196,9780345418420,"Esther Forbes, Lynd Ward",2003,Tiger's Quest,Johnny Tremain,3.62,30157,1656,3059,9461,10831,7899,https://images.gr-assets.com/books/1308964858m/816870.jpg,https://images.gr-assets.com/books/1308964858s/816870.jpg
4197,9780316125840,"Ernesto Che Guevara, Aleida Guevara March",2010,Friday Night Bites: A Chicagoland Vampires Novel ,The Motorcycle Diaries: Notes on a Latin American Journey,3.79,18964,345,1450,6536,9085,5607,https://images.gr-assets.com/books/1354902593m/172732.jpg,https://images.gr-assets.com/books/1354902593s/172732.jpg
4198,9780525429140,Kristen Proby,1995,"The Undercover Economist: Exposing Why the Rich Are Rich, the Poor Are Poor--and Why You Can Never Buy a Decent Used Car!","Fight with Me (With Me in Seattle, #2)",4.25,39673,381,1177,5530,13867,18954,https://images.gr-assets.com/books/1355896180m/16090636.jpg,https://images.gr-assets.com/books/1355896180s/16090636.jpg
4199,9780590416020,Ted Dekker,1998,The Oath,"Black: The Birth of Evil (The Circle, #1)",4.21,23496,369,911,3735,8060,11943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4200,9789770919410,N.K. Jemisin,2012,Rumors,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",3.8,28989,899,2358,7824,12568,8856,https://images.gr-assets.com/books/1303143211m/6437061.jpg,https://images.gr-assets.com/books/1303143211s/6437061.jpg
4201,9780316219040,Peggy Rathmann,2009,The Day the Crayons Quit,Officer Buckle & Gloria,4.16,24578,430,1111,4583,7171,12036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4202,9780752876450,"Roberto Bolaño, Natasha Wimmer",1941,"Princess in Waiting (The Princess Diaries, #4)",The Savage Detectives,4.09,17946,701,1425,3420,7440,10564,https://images.gr-assets.com/books/1342651149m/63033.jpg,https://images.gr-assets.com/books/1342651149s/63033.jpg
4203,9780385341950,Gena Showalter,1994,The Heretic's Daughter,"Alice in Zombieland (White Rabbit Chronicles, #1)",4.05,30537,1274,1937,5427,9766,14936,https://images.gr-assets.com/books/1333628241m/11300302.jpg,https://images.gr-assets.com/books/1333628241s/11300302.jpg
4204,9780553496680,Aprilynne Pike,2011,Der Zauberberg,"Spells (Wings, #2)",3.99,34331,612,2047,8138,11888,13538,https://images.gr-assets.com/books/1328316409m/6801582.jpg,https://images.gr-assets.com/books/1328316409s/6801582.jpg
4205,9780316410980,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",2005,Chasing the Dime,Chess Story,4.28,16716,203,613,3867,12037,14341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4206,9781842322760,"Justine Korman Fontes, Don Williams, Walt Disney Company",2010,A Thousand Pieces of You,The Lion King: A little Golden Book,4.46,23098,205,545,2803,4333,15216,https://images.gr-assets.com/books/1320412442m/594361.jpg,https://images.gr-assets.com/books/1320412442s/594361.jpg
4207,9781594205420,Gordon Korman,2001,Pictures of Hollis Woods,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",4.07,24489,741,1162,4878,7010,11299,https://images.gr-assets.com/books/1328836311m/11198312.jpg,https://images.gr-assets.com/books/1328836311s/11198312.jpg
4208,9780385521380,Jeanne Birdsall,2012,The Reality Dysfunction,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",4.12,32251,471,1305,5976,11967,14179,https://images.gr-assets.com/books/1320508900m/266904.jpg,https://images.gr-assets.com/books/1320508900s/266904.jpg
4209,9780765376470,Nelson DeMille,2014,The Sands of Time,"The Lion (John Corey, #5)",4.22,21564,155,516,3557,9220,10180,https://images.gr-assets.com/books/1259186800m/7164343.jpg,https://images.gr-assets.com/books/1259186800s/7164343.jpg
4210,9780553582740,Karen Marie Moning,2009, NW ,"Kiss of the Highlander (Highlander, #4)",4.31,32793,237,746,4640,11623,17594,https://images.gr-assets.com/books/1400966202m/112754.jpg,https://images.gr-assets.com/books/1400966202s/112754.jpg
4211,9781400044610,Sally Bedell Smith,2001,The Chronicles of Vladimir Tod: Eighth Grade Bites,Elizabeth the Queen: The Life of a Modern Monarch,3.85,20063,816,1334,4928,6679,6948,https://images.gr-assets.com/books/1324343095m/12722468.jpg,https://images.gr-assets.com/books/1324343095s/12722468.jpg
4212,9781400054350,"Jo Nesbø, Charlotte Barslund",1986,The Paradox of Choice: Why More Is Less,The Son,4.07,19393,355,834,4359,11025,8903,https://images.gr-assets.com/books/1390177620m/19101283.jpg,https://images.gr-assets.com/books/1390177620s/19101283.jpg
4213,9780767912270,"John Layman, Rob Guillory",2012,Blood and Chocolate,"Chew, Vol. 1: Taster's Choice",4,27570,880,1378,4938,10351,10352,https://images.gr-assets.com/books/1409985990m/6839093.jpg,https://images.gr-assets.com/books/1409985990s/6839093.jpg
4214,9780143036470,Linda Sue Park,1972,Nine Dragons,A Single Shard,3.87,27345,896,1874,6499,10138,9125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4215,9780345479720,"Margaret Weis, Tracy Hickman",2008,Women in Love,"Time of the Twins (Dragonlance: Legends, #1)",4.13,24671,142,937,5249,9846,11090,https://images.gr-assets.com/books/1390667790m/29187.jpg,https://images.gr-assets.com/books/1390667790s/29187.jpg
4216,9781606840570,Christopher Moore,1853,Second Chance,Sacré Bleu: A Comedy d'Art,3.77,22559,813,2031,6411,9581,6885,https://images.gr-assets.com/books/1331321350m/7743117.jpg,https://images.gr-assets.com/books/1331321350s/7743117.jpg
4217,9781400041210,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1997,The Postman,Roadside Picnic,4.21,17689,206,817,3809,8997,11404,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4218,9780345409870,Meg Cabot,1962,Summerland,"Queen of Babble Gets Hitched (Queen of Babble, #3)",3.82,28734,863,2003,7762,9959,8942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4219,9780152046930,Elizabeth Gaskell,1919,The Patron Saint of Liars,Cranford,3.85,25805,673,1884,7339,10450,8688,https://images.gr-assets.com/books/1375746052m/182381.jpg,https://images.gr-assets.com/books/1375746052s/182381.jpg
4220,9780743201150,Don DeLillo,2010,The Success Principles,Underworld,3.92,19152,827,1665,4209,7422,8180,https://images.gr-assets.com/books/1334304280m/11761.jpg,https://images.gr-assets.com/books/1334304280s/11761.jpg
4221,9781401309660,"Jack Kerouac, Aram Saroyan",2012,Knight,Big Sur,3.86,21875,320,1370,6128,8830,6570,https://images.gr-assets.com/books/1428984256m/50140.jpg,https://images.gr-assets.com/books/1428984256s/50140.jpg
4222,9780395083630,P.G. Wodehouse,2014,Business Model Generation,"My Man Jeeves (Jeeves, #1)",4.13,23020,277,798,4861,9935,10816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4223,9780670034800,Melissa Marr,2014,The Swerve: How the World Became Modern,"Radiant Shadows (Wicked Lovely, #4)",3.97,33385,732,2155,7625,10832,13096,https://images.gr-assets.com/books/1258758145m/6368610.jpg,https://images.gr-assets.com/books/1258758145s/6368610.jpg
4224,9780312377020,Kristen Ashley,2007,"The Autobiography of Henry VIII. With Notes by His Fool, Will Somers","Motorcycle Man (Dream Man, #4)",4.43,41818,572,994,4130,12411,27402,https://images.gr-assets.com/books/1337615202m/13448656.jpg,https://images.gr-assets.com/books/1337615202s/13448656.jpg
4225,9781455807050,Amanda Palmer,1997,Stranger Than Fiction: True Stories,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",3.97,20075,1080,1341,3823,6721,9149,https://images.gr-assets.com/books/1408547261m/20980987.jpg,https://images.gr-assets.com/books/1408547261s/20980987.jpg
4226,9781465341880,Veronica Rossi,2003,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,"Into the Still Blue (Under the Never Sky, #3)",4.17,33983,472,1199,5929,13613,16005,https://images.gr-assets.com/books/1417467183m/14288998.jpg,https://images.gr-assets.com/books/1417467183s/14288998.jpg
4227,9780684856090,Ann Brashares,1988,The Ringworld Engineers ,The Last Summer (of You and Me),3.58,26094,955,3097,8773,8826,6198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4228,9780810984260,"Garth Ennis, Steve Dillon",1993,I Hunt Killers,"Preacher, Volume 2: Until the End of the World",4.28,24086,419,768,3034,7707,12675,https://images.gr-assets.com/books/1309914965m/95406.jpg,https://images.gr-assets.com/books/1309914965s/95406.jpg
4229,9780312932800,"Chris   Smith, Christopher Lee, Richard Taylor",2004,Crashed,The Lord of the Rings: Weapons and Warfare,4.53,18788,297,282,1556,3743,13033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4230,9780061962780,D.J. MacHale,2005,Kitchens of the Great Midwest,"The Lost City of Faar (Pendragon, #2)",4.16,25401,229,862,4722,9063,11380,https://images.gr-assets.com/books/1431400965m/215543.jpg,https://images.gr-assets.com/books/1431400965s/215543.jpg
4231,9780062012010,Elizabeth  George,2014,Stone Soup,"A Great Deliverance (Inspector Lynley, #1)",4.06,28027,401,953,5705,12582,10561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4232,9780618390980,"Arturo Pérez-Reverte, Sonia Soto",1983,شيكاجو,The Club Dumas,3.82,24090,536,1969,7087,10703,7498,https://images.gr-assets.com/books/1327896341m/7194.jpg,https://images.gr-assets.com/books/1327896341s/7194.jpg
4233,9781591840560,Shannon Hale,1997,12th of Never,"Enna Burning (The Books of Bayern, #2)",3.97,31710,279,1481,7973,13440,10653,https://images.gr-assets.com/books/1388286936m/248482.jpg,https://images.gr-assets.com/books/1388286936s/248482.jpg
4234,9780385528190,Meg Cabot,1991,Promise of Blood,"Twilight (The Mediator, #6)",4.26,32489,245,982,5446,10693,16920,https://images.gr-assets.com/books/1327959055m/93724.jpg,https://images.gr-assets.com/books/1327959055s/93724.jpg
4235,9780399154140,أحمد مراد,2015,Black Order,1919,3.65,17330,838,1712,4619,5645,4520,https://images.gr-assets.com/books/1396549800m/21456940.jpg,https://images.gr-assets.com/books/1396549800s/21456940.jpg
4236,9781416938740,"Beverly Cleary, Paul O. Zelinsky",1941,Fractured,"Dear Mr. Henshaw (Leigh Botts, #1)",3.7,28979,917,2594,8946,9385,7959,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4237,9784063347760,Ann Patchett,2013,The Sun Is Also a Star,The Magician's Assistant,3.64,21507,442,2124,8525,10525,4604,https://images.gr-assets.com/books/1327936126m/16055.jpg,https://images.gr-assets.com/books/1327936126s/16055.jpg
4238,9780380782340,Douglas Coupland,1941,The Murder House,Generation X: Tales for an Accelerated Culture,3.73,20030,480,1778,6596,8655,5395,https://images.gr-assets.com/books/1485623844m/3378.jpg,https://images.gr-assets.com/books/1485623844s/3378.jpg
4239,9780061995030,Viet Thanh Nguyen,2012,On the Beach,The Sympathizer,4,20972,523,1396,5361,11374,9770,https://images.gr-assets.com/books/1423543886m/23168277.jpg,https://images.gr-assets.com/books/1423543886s/23168277.jpg
4240,9780743243800,Agatha Christie,1890,Funny Girl,"Evil Under the Sun (Hercule Poirot, #23)",3.94,28776,145,1074,8515,13068,9292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4241,9780440421210,Joanna Wylde,1940,New York,"Reaper's Property (Reapers MC, #1)",4.13,38499,984,1922,7370,16238,20149,https://images.gr-assets.com/books/1360943604m/17375956.jpg,https://images.gr-assets.com/books/1360943604s/17375956.jpg
4242,9780062311080,"Mary O'Hara, Dave Blossom",2015,A Gathering of Shadows,"My Friend Flicka (Flicka, #1)",4.15,25180,264,901,5094,8083,11426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4243,9780876859260,"Philippa Gregory, Mirjana Valent",2011,From the Corner of His Eye,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",3.95,24258,207,1090,6870,12606,8167,https://images.gr-assets.com/books/1332688725m/12326644.jpg,https://images.gr-assets.com/books/1332688725s/12326644.jpg
4244,9780385339410,"Henrik Ibsen, William Archer",2006," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]",Hedda Gabler,3.79,24567,571,2029,6986,9271,7260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4245,9780749934090,Walt Disney Company,1925,Barefoot Contessa Back to Basics,Dumbo: A Little Golden Book,4.29,23338,317,886,4030,4934,13583,https://images.gr-assets.com/books/1320426193m/1298205.jpg,https://images.gr-assets.com/books/1320426193s/1298205.jpg
4246,9780312599070,Erika Johansen,2002,To Have and to Hold ,"The Invasion of the Tearling (The Queen of the Tearling, #2)",4.15,24341,238,825,4612,12431,11238,https://images.gr-assets.com/books/1461864829m/22698568.jpg,https://images.gr-assets.com/books/1461864829s/22698568.jpg
4247,9780425222200,"Jo Nesbø, Don Bartlett",1996,Smashed: Story of a Drunken Girlhood,"Phantom (Harry Hole, #9)",4.11,19526,255,761,4102,11404,9160,https://images.gr-assets.com/books/1333577303m/13256064.jpg,https://images.gr-assets.com/books/1333577303s/13256064.jpg
4248,9781594202250,"P.C. Cast, Kristin Cast",2002,Until I Find You,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),4.43,20578,471,648,2118,3645,13696,https://images.gr-assets.com/books/1347018756m/8724779.jpg,https://images.gr-assets.com/books/1347018756s/8724779.jpg
4249,9780743431020,Cecelia Ahern,2013,The Dark Divine,A Place Called Here,3.66,22074,914,2696,7650,8413,6765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4250,9780061558270,W. Somerset Maugham,2016,Heat,The Painted Veil,3.9,24113,263,1424,6600,11756,7587,https://images.gr-assets.com/books/1320421719m/99664.jpg,https://images.gr-assets.com/books/1320421719s/99664.jpg
4251,9780394726410,Anne Rice,2007,Women Who Run With the Wolves,"Blackwood Farm (The Vampire Chronicles, #9)",3.85,24567,699,2076,6697,8841,8846,https://images.gr-assets.com/books/1327522790m/31337.jpg,https://images.gr-assets.com/books/1327522790s/31337.jpg
4252,9780399159890,Caroline Myss,1992,"Now, Discover Your Strengths",Anatomy of the Spirit: The Seven Stages of Power and Healing,4.12,20720,349,843,3861,7097,9245,https://images.gr-assets.com/books/1320424261m/832543.jpg,https://images.gr-assets.com/books/1320424261s/832543.jpg
4253,9781416535200,Alexander McCall Smith,2003,The Long Tail: Why the Future of Business Is Selling Less of More,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",3.99,26837,88,638,7220,13885,8547,https://images.gr-assets.com/books/1380393680m/7036.jpg,https://images.gr-assets.com/books/1380393680s/7036.jpg
4254,9781582408840,Beatriz Williams,2011,Mein Kampf,A Hundred Summers,3.9,22006,430,1257,5662,10332,6999,https://images.gr-assets.com/books/1366561825m/16158535.jpg,https://images.gr-assets.com/books/1366561825s/16158535.jpg
4255,9781416580960,Sabaa Tahir,2001,Swapping Lives,"A Torch Against the Night (An Ember in the Ashes, #2)",4.34,30535,164,690,3782,12809,17649,https://images.gr-assets.com/books/1463675717m/25558608.jpg,https://images.gr-assets.com/books/1463675717s/25558608.jpg
4256,9780064440030,Gary D. Schmidt,1982,"A Rule Against Murder (Armand Gamache, #4)",The Wednesday Wars,4.06,26847,615,1354,4959,10715,11169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4257,9780140449300,R.A. Salvatore,1910,The Perfect Hope,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",4.18,20882,144,683,4005,8220,9982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4258,9780062081020,Judy Schachner,2008,Consequences,Skippyjon Jones,4.25,26421,682,1243,3862,6362,15271,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4259,9780316225880,Nora Roberts,1993,The 7 Habits Of Highly Effective Teens,Chasing Fire,4.09,26687,335,1163,5598,10444,11593,https://images.gr-assets.com/books/1302982596m/9410421.jpg,https://images.gr-assets.com/books/1302982596s/9410421.jpg
4260,9780771064870,Brian Tracy,1994,The Strange Case of Origami Yoda,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,3.84,18288,676,1714,5701,8138,7458,https://images.gr-assets.com/books/1328854785m/95887.jpg,https://images.gr-assets.com/books/1328854785s/95887.jpg
4261,9780899197690,Sandra Boynton,1983,Welcome to Temptation,"Moo, Baa, La La La!",4.19,26065,415,1169,4888,7393,13560,https://images.gr-assets.com/books/1451996462m/4600.jpg,https://images.gr-assets.com/books/1451996462s/4600.jpg
4262,9781405034140,Wallace D. Wattles,2011,Inside Out & Back Again,The Science of Getting Rich,4.18,19433,474,871,3411,5671,10319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4263,9780142437890,James Rollins,2003,Dreamless,"The Last Oracle (Sigma Force, #5)",4.15,23103,167,635,4231,9998,9784,https://images.gr-assets.com/books/1367511748m/2277444.jpg,https://images.gr-assets.com/books/1367511748s/2277444.jpg
4264,9780394757680,"أحلام مستغانمي, Ahlam Mosteghanemi",2015,Predestined,ذاكرة الجسد,3.87,17717,913,1596,4318,6087,7518,https://images.gr-assets.com/books/1291756684m/2501458.jpg,https://images.gr-assets.com/books/1291756684s/2501458.jpg
4265,9780394758280,A. Manette Ansay,1945,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",Vinegar Hill,3.36,23966,1051,3431,9384,7412,3524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4266,9780805080510,David Brin,1884,"The Other Wes Moore: One Name, Two Fates","Startide Rising (The Uplift Saga, #2)",4.04,24179,299,1096,5044,9535,9168,https://images.gr-assets.com/books/1476445711m/234501.jpg,https://images.gr-assets.com/books/1476445711s/234501.jpg
4267,9780451228670,Shelly Crane,1998,Mistress of the Art of Death,"Significance (Significance, #1)",4.13,18579,1091,1873,5811,11401,17649,https://images.gr-assets.com/books/1434591910m/16282066.jpg,https://images.gr-assets.com/books/1434591910s/16282066.jpg
